Trial,FairProb,BiasedProb
12874,0.50676,0.69994
12875,0.50680,0.69996
12876,0.50676,0.69998
12877,0.50680,0.70001
12878,0.50683,0.69995
12879,0.50679,0.69998
12880,0.50675,0.69992
12881,0.50679,0.69995
12882,0.50675,0.69989
12883,0.50679,0.69991
12884,0.50683,0.69994
12885,0.50679,0.69988
12886,0.50675,0.69991
12887,0.50671,0.69993
12888,0.50675,0.69988
12889,0.50679,0.69990
12890,0.50675,0.69992
12891,0.50679,0.69995
12892,0.50675,0.69997
12893,0.50671,0.69999
12894,0.50675,0.70002
12895,0.50679,0.69996
12896,0.50682,0.69991
12897,0.50678,0.69993
12898,0.50682,0.69995
12899,0.50678,0.69998
12900,0.50674,0.69992
12901,0.50670,0.69987
12902,0.50667,0.69981
12903,0.50663,0.69984
12904,0.50659,0.69986
12905,0.50655,0.69981
12906,0.50659,0.69983
12907,0.50655,0.69978
12908,0.50659,0.69980
12909,0.50655,0.69982
12910,0.50658,0.69977
12911,0.50662,0.69971
12912,0.50666,0.69974
12913,0.50662,0.69976
12914,0.50666,0.69978
12915,0.50670,0.69981
12916,0.50674,0.69983
12917,0.50677,0.69985
12918,0.50681,0.69988
12919,0.50677,0.69982
12920,0.50681,0.69985
12921,0.50677,0.69987
12922,0.50673,0.69989
12923,0.50677,0.69984
12924,0.50681,0.69978
12925,0.50685,0.69981
12926,0.50689,0.69983
12927,0.50685,0.69985
12928,0.50688,0.69980
12929,0.50692,0.69982
12930,0.50696,0.69985
12931,0.50700,0.69987
12932,0.50696,0.69989
12933,0.50692,0.69991
12934,0.50688,0.69994
12935,0.50692,0.69996
12936,0.50688,0.69998
12937,0.50684,0.70001
12938,0.50688,0.70003
12939,0.50692,0.69998
12940,0.50696,0.69992
12941,0.50699,0.69995
12942,0.50703,0.69997
12943,0.50707,0.69999
12944,0.50711,0.70002
12945,0.50715,0.70004
12946,0.50711,0.69998
12947,0.50707,0.70001
12948,0.50711,0.69995
12949,0.50714,0.69998
12950,0.50718,0.70000
12951,0.50722,0.70002
12952,0.50718,0.70005
12953,0.50714,0.70007
12954,0.50710,0.70009
12955,0.50714,0.70004
12956,0.50718,0.70006
12957,0.50714,0.70008
12958,0.50710,0.70011
12959,0.50714,0.70013
12960,0.50710,0.70015
12961,0.50706,0.70018
12962,0.50702,0.70020
12963,0.50698,0.70022
12964,0.50694,0.70025
12965,0.50698,0.70027
12966,0.50694,0.70029
12967,0.50698,0.70032
12968,0.50694,0.70034
12969,0.50698,0.70036
12970,0.50702,0.70031
12971,0.50698,0.70033
12972,0.50694,0.70035
12973,0.50698,0.70038
12974,0.50694,0.70040
12975,0.50690,0.70042
12976,0.50694,0.70045
12977,0.50697,0.70047
12978,0.50693,0.70042
12979,0.50690,0.70044
12980,0.50686,0.70046
12981,0.50689,0.70049
12982,0.50693,0.70043
12983,0.50697,0.70038
12984,0.50701,0.70040
12985,0.50705,0.70042
12986,0.50708,0.70045
12987,0.50705,0.70039
12988,0.50701,0.70034
12989,0.50697,0.70028
12990,0.50693,0.70031
12991,0.50689,0.70033
12992,0.50693,0.70028
12993,0.50689,0.70030
12994,0.50693,0.70025
12995,0.50689,0.70019
12996,0.50685,0.70014
12997,0.50689,0.70016
12998,0.50685,0.70011
12999,0.50681,0.70013
13000,0.50685,0.70008
13001,0.50688,0.70002
13002,0.50685,0.70005
13003,0.50681,0.70007
13004,0.50677,0.70009
13005,0.50673,0.70012
13006,0.50677,0.70014
13007,0.50673,0.70016
13008,0.50669,0.70018
13009,0.50665,0.70013
13010,0.50669,0.70015
13011,0.50673,0.70018
13012,0.50676,0.70020
13013,0.50672,0.70022
13014,0.50676,0.70025
13015,0.50680,0.70027
13016,0.50684,0.70022
13017,0.50680,0.70024
13018,0.50684,0.70026
13019,0.50687,0.70028
13020,0.50684,0.70031
13021,0.50687,0.70025
13022,0.50691,0.70028
13023,0.50695,0.70030
13024,0.50691,0.70032
13025,0.50687,0.70035
13026,0.50683,0.70037
13027,0.50679,0.70039
13028,0.50675,0.70041
13029,0.50672,0.70044
13030,0.50675,0.70046
13031,0.50671,0.70048
13032,0.50668,0.70051
13033,0.50664,0.70045
13034,0.50660,0.70048
13035,0.50656,0.70042
13036,0.50660,0.70044
13037,0.50656,0.70039
13038,0.50660,0.70041
13039,0.50656,0.70044
13040,0.50652,0.70046
13041,0.50656,0.70048
13042,0.50659,0.70051
13043,0.50663,0.70053
13044,0.50667,0.70055
13045,0.50663,0.70057
13046,0.50659,0.70052
13047,0.50655,0.70047
13048,0.50659,0.70049
13049,0.50655,0.70051
13050,0.50659,0.70046
13051,0.50655,0.70041
13052,0.50651,0.70043
13053,0.50655,0.70045
13054,0.50659,0.70047
13055,0.50655,0.70050
13056,0.50651,0.70052
13057,0.50655,0.70054
13058,0.50659,0.70049
13059,0.50655,0.70051
13060,0.50658,0.70054
13061,0.50655,0.70048
13062,0.50658,0.70051
13063,0.50662,0.70053
13064,0.50658,0.70055
13065,0.50654,0.70057
13066,0.50651,0.70060
13067,0.50647,0.70054
13068,0.50650,0.70057
13069,0.50647,0.70059
13070,0.50650,0.70061
13071,0.50646,0.70063
13072,0.50643,0.70066
13073,0.50639,0.70068
13074,0.50642,0.70070
13075,0.50646,0.70065
13076,0.50642,0.70067
13077,0.50646,0.70062
13078,0.50650,0.70057
13079,0.50646,0.70059
13080,0.50650,0.70054
13081,0.50646,0.70056
13082,0.50650,0.70058
13083,0.50654,0.70060
13084,0.50650,0.70055
13085,0.50653,0.70057
13086,0.50650,0.70060
13087,0.50646,0.70062
13088,0.50642,0.70064
13089,0.50638,0.70059
13090,0.50634,0.70061
13091,0.50630,0.70056
13092,0.50626,0.70058
13093,0.50630,0.70060
13094,0.50634,0.70063
13095,0.50638,0.70065
13096,0.50641,0.70060
13097,0.50645,0.70062
13098,0.50641,0.70064
13099,0.50645,0.70059
13100,0.50641,0.70061
13101,0.50637,0.70063
13102,0.50633,0.70066
13103,0.50630,0.70068
13104,0.50626,0.70063
13105,0.50630,0.70065
13106,0.50626,0.70067
13107,0.50629,0.70062
13108,0.50626,0.70064
13109,0.50629,0.70066
13110,0.50633,0.70061
13111,0.50629,0.70063
13112,0.50633,0.70066
13113,0.50629,0.70060
13114,0.50625,0.70055
13115,0.50621,0.70057
13116,0.50625,0.70059
13117,0.50629,0.70054
13118,0.50625,0.70056
13119,0.50629,0.70059
13120,0.50633,0.70061
13121,0.50636,0.70063
13122,0.50633,0.70066
13123,0.50636,0.70068
13124,0.50632,0.70070
13125,0.50636,0.70065
13126,0.50640,0.70067
13127,0.50644,0.70069
13128,0.50647,0.70072
13129,0.50651,0.70074
13130,0.50655,0.70069
13131,0.50651,0.70071
13132,0.50655,0.70073
13133,0.50659,0.70075
13134,0.50655,0.70078
13135,0.50659,0.70072
13136,0.50655,0.70075
13137,0.50651,0.70077
13138,0.50647,0.70079
13139,0.50643,0.70074
13140,0.50647,0.70068
13141,0.50651,0.70063
13142,0.50647,0.70065
13143,0.50651,0.70068
13144,0.50647,0.70070
13145,0.50643,0.70065
13146,0.50647,0.70067
13147,0.50643,0.70069
13148,0.50639,0.70071
13149,0.50635,0.70074
13150,0.50639,0.70076
13151,0.50635,0.70071
13152,0.50639,0.70073
13153,0.50635,0.70075
13154,0.50631,0.70070
13155,0.50635,0.70072
13156,0.50631,0.70074
13157,0.50627,0.70077
13158,0.50631,0.70079
13159,0.50635,0.70081
13160,0.50631,0.70084
13161,0.50634,0.70086
13162,0.50638,0.70088
13163,0.50642,0.70083
13164,0.50638,0.70085
13165,0.50642,0.70087
13166,0.50646,0.70082
13167,0.50649,0.70084
13168,0.50653,0.70079
13169,0.50657,0.70081
13170,0.50661,0.70084
13171,0.50657,0.70078
13172,0.50660,0.70080
13173,0.50657,0.70075
13174,0.50653,0.70077
13175,0.50657,0.70080
13176,0.50653,0.70082
13177,0.50649,0.70084
13178,0.50645,0.70087
13179,0.50641,0.70081
13180,0.50645,0.70083
13181,0.50641,0.70078
13182,0.50645,0.70080
13183,0.50641,0.70083
13184,0.50645,0.70085
13185,0.50648,0.70087
13186,0.50652,0.70082
13187,0.50656,0.70084
13188,0.50652,0.70086
13189,0.50656,0.70089
13190,0.50660,0.70091
13191,0.50656,0.70093
13192,0.50659,0.70096
13193,0.50656,0.70098
13194,0.50659,0.70092
13195,0.50656,0.70087
13196,0.50652,0.70089
13197,0.50655,0.70084
13198,0.50659,0.70086
13199,0.50663,0.70089
13200,0.50659,0.70091
13201,0.50655,0.70086
13202,0.50659,0.70088
13203,0.50663,0.70090
13204,0.50666,0.70085
13205,0.50670,0.70087
13206,0.50674,0.70082
13207,0.50670,0.70084
13208,0.50666,0.70086
13209,0.50670,0.70081
13210,0.50674,0.70076
13211,0.50677,0.70070
13212,0.50681,0.70073
13213,0.50685,0.70075
13214,0.50689,0.70077
13215,0.50692,0.70072
13216,0.50696,0.70067
13217,0.50692,0.70061
13218,0.50688,0.70064
13219,0.50692,0.70066
13220,0.50688,0.70061
13221,0.50692,0.70063
13222,0.50696,0.70065
13223,0.50700,0.70060
13224,0.50696,0.70062
13225,0.50699,0.70064
13226,0.50696,0.70067
13227,0.50692,0.70069
13228,0.50695,0.70071
13229,0.50699,0.70073
13230,0.50703,0.70068
13231,0.50707,0.70070
13232,0.50703,0.70065
13233,0.50699,0.70067
13234,0.50695,0.70062
13235,0.50699,0.70057
13236,0.50695,0.70059
13237,0.50699,0.70061
13238,0.50695,0.70063
13239,0.50699,0.70066
13240,0.50695,0.70060
13241,0.50699,0.70055
13242,0.50702,0.70057
13243,0.50698,0.70060
13244,0.50702,0.70062
13245,0.50706,0.70064
13246,0.50702,0.70059
13247,0.50706,0.70054
13248,0.50702,0.70048
13249,0.50698,0.70051
13250,0.50694,0.70053
13251,0.50698,0.70048
13252,0.50702,0.70050
13253,0.50698,0.70052
13254,0.50694,0.70047
13255,0.50698,0.70049
13256,0.50702,0.70044
13257,0.50705,0.70046
13258,0.50709,0.70048
13259,0.50713,0.70051
13260,0.50709,0.70053
13261,0.50713,0.70055
13262,0.50709,0.70057
13263,0.50705,0.70052
13264,0.50709,0.70047
13265,0.50705,0.70049
13266,0.50701,0.70051
13267,0.50705,0.70046
13268,0.50708,0.70048
13269,0.50705,0.70043
13270,0.50708,0.70045
13271,0.50705,0.70047
13272,0.50708,0.70050
13273,0.50704,0.70044
13274,0.50701,0.70047
13275,0.50704,0.70049
13276,0.50701,0.70051
13277,0.50697,0.70053
13278,0.50700,0.70048
13279,0.50704,0.70050
13280,0.50708,0.70053
13281,0.50704,0.70047
13282,0.50700,0.70050
13283,0.50696,0.70052
13284,0.50693,0.70054
13285,0.50689,0.70049
13286,0.50692,0.70044
13287,0.50689,0.70046
13288,0.50692,0.70041
13289,0.50689,0.70043
13290,0.50685,0.70045
13291,0.50688,0.70040
13292,0.50685,0.70042
13293,0.50681,0.70037
13294,0.50685,0.70039
13295,0.50681,0.70041
13296,0.50684,0.70044
13297,0.50681,0.70046
13298,0.50677,0.70041
13299,0.50681,0.70035
13300,0.50677,0.70038
13301,0.50680,0.70032
13302,0.50677,0.70035
13303,0.50680,0.70037
13304,0.50684,0.70032
13305,0.50680,0.70034
13306,0.50676,0.70036
13307,0.50673,0.70038
13308,0.50669,0.70033
13309,0.50672,0.70035
13310,0.50669,0.70038
13311,0.50665,0.70040
13312,0.50661,0.70035
13313,0.50657,0.70029
13314,0.50653,0.70032
13315,0.50650,0.70034
13316,0.50646,0.70036
13317,0.50642,0.70038
13318,0.50638,0.70041
13319,0.50634,0.70035
13320,0.50638,0.70038
13321,0.50642,0.70032
13322,0.50646,0.70035
13323,0.50649,0.70029
13324,0.50645,0.70032
13325,0.50649,0.70026
13326,0.50645,0.70021
13327,0.50642,0.70016
13328,0.50645,0.70018
13329,0.50641,0.70020
13330,0.50645,0.70023
13331,0.50641,0.70025
13332,0.50645,0.70020
13333,0.50641,0.70022
13334,0.50645,0.70024
13335,0.50649,0.70026
13336,0.50652,0.70021
13337,0.50656,0.70023
13338,0.50652,0.70018
13339,0.50656,0.70013
13340,0.50660,0.70007
13341,0.50663,0.70002
13342,0.50667,0.70004
13343,0.50663,0.69999
13344,0.50667,0.70001
13345,0.50663,0.69996
13346,0.50659,0.69999
13347,0.50663,0.70001
13348,0.50667,0.70003
13349,0.50670,0.69998
13350,0.50667,0.70000
13351,0.50663,0.70002
13352,0.50667,0.69997
13353,0.50670,0.69999
13354,0.50666,0.70001
13355,0.50670,0.70004
13356,0.50666,0.70006
13357,0.50663,0.70001
13358,0.50666,0.70003
13359,0.50670,0.70005
13360,0.50666,0.70007
13361,0.50670,0.70002
13362,0.50666,0.70004
13363,0.50670,0.70007
13364,0.50666,0.70009
13365,0.50662,0.70011
13366,0.50666,0.70013
13367,0.50662,0.70016
13368,0.50658,0.70010
13369,0.50662,0.70013
13370,0.50666,0.70015
13371,0.50662,0.70017
13372,0.50658,0.70019
13373,0.50654,0.70022
13374,0.50651,0.70024
13375,0.50654,0.70019
13376,0.50658,0.70013
13377,0.50654,0.70016
13378,0.50658,0.70018
13379,0.50661,0.70020
13380,0.50658,0.70022
13381,0.50654,0.70017
13382,0.50650,0.70019
13383,0.50654,0.70022
13384,0.50650,0.70024
13385,0.50646,0.70019
13386,0.50650,0.70021
13387,0.50654,0.70023
13388,0.50657,0.70025
13389,0.50654,0.70028
13390,0.50657,0.70030
13391,0.50653,0.70032
13392,0.50657,0.70034
13393,0.50653,0.70037
13394,0.50650,0.70039
13395,0.50646,0.70041
13396,0.50642,0.70043
13397,0.50638,0.70038
13398,0.50642,0.70033
13399,0.50646,0.70028
13400,0.50642,0.70030
13401,0.50645,0.70032
13402,0.50642,0.70027
13403,0.50645,0.70022
13404,0.50649,0.70024
13405,0.50653,0.70026
13406,0.50656,0.70021
13407,0.50660,0.70023
13408,0.50656,0.70018
13409,0.50660,0.70020
13410,0.50656,0.70015
13411,0.50652,0.70017
13412,0.50649,0.70012
13413,0.50645,0.70014
13414,0.50641,0.70009
13415,0.50637,0.70004
13416,0.50641,0.70006
13417,0.50637,0.70001
13418,0.50633,0.70003
13419,0.50630,0.69998
13420,0.50633,0.70000
13421,0.50630,0.70002
13422,0.50626,0.70004
13423,0.50630,0.69999
13424,0.50626,0.70001
13425,0.50622,0.69996
13426,0.50626,0.69991
13427,0.50622,0.69993
13428,0.50618,0.69988
13429,0.50622,0.69990
13430,0.50618,0.69985
13431,0.50614,0.69987
13432,0.50610,0.69990
13433,0.50614,0.69992
13434,0.50610,0.69994
13435,0.50614,0.69996
13436,0.50618,0.69999
13437,0.50621,0.69993
13438,0.50618,0.69996
13439,0.50621,0.69998
13440,0.50618,0.70000
13441,0.50621,0.69995
13442,0.50625,0.69997
13443,0.50629,0.69992
13444,0.50632,0.69994
13445,0.50628,0.69996
13446,0.50625,0.69991
13447,0.50621,0.69986
13448,0.50625,0.69988
13449,0.50628,0.69990
13450,0.50625,0.69993
13451,0.50628,0.69995
13452,0.50624,0.69990
13453,0.50621,0.69992
13454,0.50624,0.69994
13455,0.50621,0.69989
13456,0.50617,0.69991
13457,0.50620,0.69993
13458,0.50617,0.69996
13459,0.50613,0.69990
13460,0.50617,0.69993
13461,0.50620,0.69987
13462,0.50624,0.69990
13463,0.50628,0.69992
13464,0.50631,0.69994
13465,0.50635,0.69996
13466,0.50639,0.69999
13467,0.50635,0.69993
13468,0.50639,0.69988
13469,0.50635,0.69990
13470,0.50638,0.69993
13471,0.50642,0.69995
13472,0.50646,0.69997
13473,0.50649,0.69999
13474,0.50653,0.69994
13475,0.50649,0.69996
13476,0.50653,0.69999
13477,0.50657,0.69993
13478,0.50653,0.69988
13479,0.50657,0.69990
13480,0.50653,0.69993
13481,0.50656,0.69987
13482,0.50660,0.69990
13483,0.50656,0.69992
13484,0.50653,0.69987
13485,0.50649,0.69989
13486,0.50653,0.69984
13487,0.50649,0.69986
13488,0.50645,0.69988
13489,0.50649,0.69983
13490,0.50645,0.69985
13491,0.50641,0.69987
13492,0.50637,0.69990
13493,0.50641,0.69992
13494,0.50645,0.69994
13495,0.50641,0.69996
13496,0.50637,0.69999
13497,0.50641,0.70001
13498,0.50637,0.69996
13499,0.50641,0.69990
13500,0.50644,0.69993
13501,0.50641,0.69995
13502,0.50637,0.69997
13503,0.50641,0.69992
13504,0.50637,0.69987
13505,0.50633,0.69989
13506,0.50629,0.69984
13507,0.50633,0.69979
13508,0.50637,0.69973
13509,0.50633,0.69976
13510,0.50637,0.69970
13511,0.50640,0.69973
13512,0.50636,0.69975
13513,0.50640,0.69977
13514,0.50644,0.69972
13515,0.50640,0.69967
13516,0.50636,0.69969
13517,0.50640,0.69971
13518,0.50644,0.69973
13519,0.50640,0.69976
13520,0.50636,0.69970
13521,0.50640,0.69973
13522,0.50643,0.69975
13523,0.50640,0.69977
13524,0.50636,0.69979
13525,0.50640,0.69982
13526,0.50636,0.69984
13527,0.50639,0.69986
13528,0.50636,0.69981
13529,0.50639,0.69983
13530,0.50643,0.69978
13531,0.50647,0.69973
13532,0.50650,0.69967
13533,0.50647,0.69970
13534,0.50650,0.69972
13535,0.50646,0.69974
13536,0.50643,0.69976
13537,0.50646,0.69979
13538,0.50650,0.69981
13539,0.50646,0.69983
13540,0.50650,0.69985
13541,0.50654,0.69987
13542,0.50650,0.69982
13543,0.50646,0.69984
13544,0.50650,0.69979
13545,0.50646,0.69974
13546,0.50642,0.69969
13547,0.50639,0.69971
13548,0.50642,0.69973
13549,0.50646,0.69976
13550,0.50642,0.69978
13551,0.50638,0.69980
13552,0.50635,0.69975
13553,0.50638,0.69970
13554,0.50642,0.69972
13555,0.50638,0.69974
13556,0.50634,0.69969
13557,0.50631,0.69971
13558,0.50627,0.69966
13559,0.50623,0.69961
13560,0.50627,0.69963
13561,0.50630,0.69965
13562,0.50634,0.69968
13563,0.50630,0.69970
13564,0.50634,0.69965
13565,0.50630,0.69967
13566,0.50634,0.69969
13567,0.50630,0.69971
13568,0.50634,0.69973
13569,0.50637,0.69968
13570,0.50634,0.69971
13571,0.50637,0.69973
13572,0.50634,0.69975
13573,0.50637,0.69970
13574,0.50641,0.69965
13575,0.50637,0.69967
13576,0.50633,0.69962
13577,0.50630,0.69964
13578,0.50633,0.69966
13579,0.50630,0.69968
13580,0.50626,0.69971
13581,0.50630,0.69965
13582,0.50626,0.69968
13583,0.50622,0.69970
13584,0.50618,0.69972
13585,0.50622,0.69974
13586,0.50626,0.69976
13587,0.50629,0.69979
13588,0.50626,0.69981
13589,0.50629,0.69983
13590,0.50633,0.69985
13591,0.50636,0.69987
13592,0.50633,0.69990
13593,0.50629,0.69985
13594,0.50633,0.69987
13595,0.50629,0.69982
13596,0.50625,0.69984
13597,0.50621,0.69979
13598,0.50618,0.69981
13599,0.50614,0.69976
13600,0.50618,0.69978
13601,0.50614,0.69980
13602,0.50618,0.69975
13603,0.50621,0.69977
13604,0.50625,0.69972
13605,0.50621,0.69974
13606,0.50625,0.69976
13607,0.50628,0.69979
13608,0.50632,0.69981
13609,0.50628,0.69983
13610,0.50625,0.69978
13611,0.50621,0.69980
13612,0.50624,0.69982
13613,0.50628,0.69985
13614,0.50632,0.69979
13615,0.50635,0.69982
13616,0.50632,0.69984
13617,0.50635,0.69986
13618,0.50639,0.69988
13619,0.50635,0.69983
13620,0.50639,0.69985
13621,0.50635,0.69980
13622,0.50639,0.69982
13623,0.50635,0.69977
13624,0.50631,0.69979
13625,0.50635,0.69974
13626,0.50631,0.69969
13627,0.50635,0.69964
13628,0.50631,0.69966
13629,0.50627,0.69961
13630,0.50624,0.69956
13631,0.50620,0.69951
13632,0.50624,0.69946
13633,0.50627,0.69948
13634,0.50631,0.69943
13635,0.50634,0.69945
13636,0.50631,0.69947
13637,0.50634,0.69949
13638,0.50631,0.69952
13639,0.50627,0.69946
13640,0.50630,0.69949
13641,0.50634,0.69951
13642,0.50638,0.69946
13643,0.50634,0.69948
13644,0.50630,0.69950
13645,0.50627,0.69945
13646,0.50623,0.69947
13647,0.50619,0.69949
13648,0.50615,0.69952
13649,0.50612,0.69954
13650,0.50608,0.69956
13651,0.50612,0.69951
13652,0.50608,0.69946
13653,0.50604,0.69948
13654,0.50601,0.69950
13655,0.50604,0.69952
13656,0.50608,0.69955
13657,0.50611,0.69949
13658,0.50615,0.69952
13659,0.50611,0.69947
13660,0.50615,0.69949
13661,0.50611,0.69944
13662,0.50608,0.69946
13663,0.50611,0.69948
13664,0.50607,0.69950
13665,0.50604,0.69952
13666,0.50600,0.69955
13667,0.50596,0.69957
13668,0.50593,0.69959
13669,0.50596,0.69961
13670,0.50600,0.69963
13671,0.50603,0.69966
13672,0.50607,0.69968
13673,0.50603,0.69963
13674,0.50600,0.69965
13675,0.50596,0.69960
13676,0.50592,0.69962
13677,0.50589,0.69964
13678,0.50585,0.69966
13679,0.50588,0.69969
13680,0.50592,0.69963
13681,0.50588,0.69966
13682,0.50592,0.69968
13683,0.50588,0.69970
13684,0.50592,0.69965
13685,0.50588,0.69960
13686,0.50585,0.69962
13687,0.50581,0.69964
13688,0.50577,0.69959
13689,0.50581,0.69961
13690,0.50577,0.69963
13691,0.50573,0.69966
13692,0.50570,0.69961
13693,0.50566,0.69963
13694,0.50570,0.69965
13695,0.50573,0.69960
13696,0.50570,0.69962
13697,0.50573,0.69957
13698,0.50569,0.69959
13699,0.50573,0.69961
13700,0.50577,0.69964
13701,0.50580,0.69966
13702,0.50584,0.69961
13703,0.50587,0.69963
13704,0.50584,0.69965
13705,0.50587,0.69967
13706,0.50591,0.69969
13707,0.50587,0.69972
13708,0.50584,0.69966
13709,0.50587,0.69969
13710,0.50584,0.69971
13711,0.50587,0.69973
13712,0.50591,0.69975
13713,0.50594,0.69977
13714,0.50598,0.69972
13715,0.50602,0.69974
13716,0.50598,0.69977
13717,0.50601,0.69979
13718,0.50598,0.69981
13719,0.50594,0.69983
13720,0.50590,0.69985
13721,0.50587,0.69988
13722,0.50590,0.69990
13723,0.50594,0.69992
13724,0.50597,0.69994
13725,0.50594,0.69989
13726,0.50597,0.69991
13727,0.50594,0.69986
13728,0.50590,0.69981
13729,0.50586,0.69983
13730,0.50583,0.69985
13731,0.50579,0.69988
13732,0.50575,0.69990
13733,0.50572,0.69985
13734,0.50568,0.69987
13735,0.50564,0.69989
13736,0.50561,0.69991
13737,0.50564,0.69993
13738,0.50560,0.69996
13739,0.50564,0.69998
13740,0.50568,0.70000
13741,0.50564,0.69995
13742,0.50568,0.69997
13743,0.50571,0.69999
13744,0.50575,0.70001
13745,0.50571,0.70004
13746,0.50575,0.70006
13747,0.50578,0.70008
13748,0.50582,0.70003
13749,0.50585,0.70005
13750,0.50589,0.70000
13751,0.50593,0.69995
13752,0.50596,0.69990
13753,0.50600,0.69992
13754,0.50603,0.69994
13755,0.50607,0.69996
13756,0.50603,0.69991
13757,0.50600,0.69986
13758,0.50596,0.69981
13759,0.50592,0.69976
13760,0.50589,0.69971
13761,0.50592,0.69973
13762,0.50596,0.69975
13763,0.50592,0.69970
13764,0.50596,0.69972
13765,0.50592,0.69967
13766,0.50588,0.69962
13767,0.50592,0.69957
13768,0.50596,0.69959
13769,0.50592,0.69962
13770,0.50588,0.69964
13771,0.50585,0.69966
13772,0.50588,0.69961
13773,0.50592,0.69963
13774,0.50588,0.69965
13775,0.50584,0.69967
13776,0.50581,0.69970
13777,0.50577,0.69964
13778,0.50573,0.69967
13779,0.50577,0.69969
13780,0.50581,0.69964
13781,0.50584,0.69959
13782,0.50588,0.69961
13783,0.50584,0.69963
13784,0.50580,0.69965
13785,0.50577,0.69960
13786,0.50573,0.69962
13787,0.50569,0.69957
13788,0.50573,0.69959
13789,0.50577,0.69962
13790,0.50580,0.69964
13791,0.50576,0.69966
13792,0.50580,0.69961
13793,0.50584,0.69963
13794,0.50580,0.69958
13795,0.50584,0.69960
13796,0.50580,0.69962
13797,0.50576,0.69964
13798,0.50580,0.69959
13799,0.50583,0.69962
13800,0.50587,0.69964
13801,0.50583,0.69966
13802,0.50580,0.69968
13803,0.50576,0.69970
13804,0.50572,0.69965
13805,0.50569,0.69960
13806,0.50565,0.69962
13807,0.50569,0.69965
13808,0.50572,0.69967
13809,0.50576,0.69969
13810,0.50579,0.69971
13811,0.50576,0.69973
13812,0.50572,0.69975
13813,0.50576,0.69978
13814,0.50579,0.69980
13815,0.50575,0.69982
13816,0.50572,0.69977
13817,0.50575,0.69972
13818,0.50579,0.69974
13819,0.50583,0.69976
13820,0.50579,0.69978
13821,0.50582,0.69980
13822,0.50586,0.69983
13823,0.50582,0.69978
13824,0.50586,0.69980
13825,0.50582,0.69982
13826,0.50586,0.69977
13827,0.50589,0.69979
13828,0.50593,0.69981
13829,0.50597,0.69976
13830,0.50593,0.69978
13831,0.50589,0.69973
13832,0.50593,0.69968
13833,0.50589,0.69970
13834,0.50586,0.69973
13835,0.50582,0.69967
13836,0.50585,0.69970
13837,0.50589,0.69972
13838,0.50585,0.69967
13839,0.50589,0.69969
13840,0.50592,0.69971
13841,0.50589,0.69973
13842,0.50592,0.69975
13843,0.50589,0.69970
13844,0.50585,0.69973
13845,0.50589,0.69967
13846,0.50592,0.69970
13847,0.50589,0.69965
13848,0.50585,0.69967
13849,0.50581,0.69962
13850,0.50578,0.69964
13851,0.50574,0.69959
13852,0.50578,0.69961
13853,0.50581,0.69963
13854,0.50585,0.69958
13855,0.50581,0.69953
13856,0.50585,0.69955
13857,0.50588,0.69957
13858,0.50592,0.69952
13859,0.50588,0.69955
13860,0.50592,0.69949
13861,0.50595,0.69952
13862,0.50592,0.69954
13863,0.50588,0.69956
13864,0.50584,0.69958
13865,0.50588,0.69960
13866,0.50591,0.69962
13867,0.50595,0.69965
13868,0.50599,0.69967
13869,0.50595,0.69962
13870,0.50591,0.69957
13871,0.50595,0.69959
13872,0.50598,0.69954
13873,0.50602,0.69949
13874,0.50605,0.69951
13875,0.50602,0.69953
13876,0.50605,0.69955
13877,0.50609,0.69957
13878,0.50605,0.69960
13879,0.50609,0.69962
13880,0.50612,0.69957
13881,0.50616,0.69959
13882,0.50612,0.69954
13883,0.50609,0.69949
13884,0.50605,0.69944
13885,0.50601,0.69946
13886,0.50598,0.69941
13887,0.50594,0.69943
13888,0.50590,0.69938
13889,0.50587,0.69940
13890,0.50590,0.69942
13891,0.50587,0.69945
13892,0.50583,0.69947
13893,0.50587,0.69942
13894,0.50590,0.69944
13895,0.50587,0.69939
13896,0.50590,0.69941
13897,0.50586,0.69943
13898,0.50583,0.69945
13899,0.50586,0.69947
13900,0.50590,0.69950
13901,0.50593,0.69952
13902,0.50590,0.69954
13903,0.50593,0.69956
13904,0.50597,0.69958
13905,0.50601,0.69960
13906,0.50604,0.69955
13907,0.50600,0.69950
13908,0.50597,0.69953
13909,0.50593,0.69955
13910,0.50590,0.69957
13911,0.50586,0.69959
13912,0.50589,0.69961
13913,0.50593,0.69963
13914,0.50589,0.69966
13915,0.50593,0.69968
13916,0.50596,0.69970
13917,0.50600,0.69972
13918,0.50596,0.69967
13919,0.50593,0.69969
13920,0.50596,0.69964
13921,0.50600,0.69959
13922,0.50596,0.69961
13923,0.50593,0.69956
13924,0.50596,0.69951
13925,0.50600,0.69953
13926,0.50596,0.69955
13927,0.50592,0.69958
13928,0.50589,0.69960
13929,0.50592,0.69955
13930,0.50589,0.69950
13931,0.50585,0.69945
13932,0.50589,0.69947
13933,0.50585,0.69949
13934,0.50588,0.69951
13935,0.50592,0.69946
13936,0.50588,0.69948
13937,0.50592,0.69950
13938,0.50588,0.69953
13939,0.50585,0.69948
13940,0.50581,0.69950
13941,0.50577,0.69952
13942,0.50581,0.69954
13943,0.50577,0.69956
13944,0.50581,0.69958
13945,0.50577,0.69961
13946,0.50574,0.69963
13947,0.50577,0.69965
13948,0.50581,0.69967
